project_id,state,district,constituency,work_type,work_description,sanction_amount,estimated_cost,expenditure,start_date,expected_completion,actual_completion_date,physical_progress,financial_progress,implementing_agency,contractor_agency,latitude,longitude,status,terrain,data_source
MPLADS-SYN-0851,Madhya Pradesh,Bhopal,Bhopal,Drinking Water,Drinking Water development work in Bhopal,700000,700000,273000,2026-04-11,2026-10-15,,24,39,Municipal Council,ABC Infrastructure Pvt Ltd,15.46622,86.701927,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0852,Maharashtra,Aurangabad,Aurangabad,Road,Road development work in Aurangabad,1030000,1010000,651018,2026-05-03,2026-09-02,,67,67,District Health Office,District Works Cooperative,16.316077,82.794893,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0853,Gujarat,Rajkot,Rajkot,Drinking Water,Drinking Water development work in Rajkot,1620000,1580000,1353928,2026-08-14,2026-11-29,,86,85,Zilla Parishad,District Works Cooperative,26.58418,86.718579,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0854,Rajasthan,Ajmer,Ajmer,Solar Lighting,Solar Lighting development work in Ajmer,1630000,1590000,1287700,2026-03-04,2026-07-22,,28,79,Education Department,Om Civil Works,8.488113,79.606929,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0855,Tamil Nadu,Salem,Salem,Health Facility,Health Facility development work in Salem,2750000,2770000,2546190,2026-05-16,2026-10-23,,94,94,Public Works Department,ABC Infrastructure Pvt Ltd,15.232166,72.138941,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0856,Madhya Pradesh,Sagar,Sagar,Sports Facility,Sports Facility development work in Sagar,1520000,1490000,834498,2026-04-21,2026-11-01,,65,59,Education Department,Sai Construction,22.054208,72.572567,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0857,Tamil Nadu,Madurai,Madurai,Sports Facility,Sports Facility development work in Madurai,1640000,1660000,730244,2026-08-11,2027-01-13,,56,48,District Health Office,Shree Buildcon,13.935768,74.532415,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0858,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Health Facility,Health Facility development work in Tiruchirappalli,4140000,4200000,2030053,2026-08-21,2027-03-05,,42,51,Municipal Corporation,Shree Buildcon,27.363291,78.386729,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0859,Maharashtra,Pune,Pune,Road,Road development work in Pune,840000,830000,762280,2026-08-03,2027-03-06,,81,92,Zilla Parishad,District Works Cooperative,21.933344,88.447333,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0860,Gujarat,Rajkot,Rajkot,Drainage,Drainage development work in Rajkot,1470000,1480000,603832,2026-04-20,2026-08-12,,43,45,Municipal Corporation,National Infra Services,8.747626,74.568371,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0861,Maharashtra,Solapur,Solapur,Solar Lighting,Solar Lighting development work in Solapur,1830000,1800000,1649200,2026-01-05,2026-05-12,,93,100,Zilla Parishad,Maharashtra Works Agency,14.196738,84.997625,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0862,Uttar Pradesh,Prayagraj,Prayagraj,School Building,School Building development work in Prayagraj,2790000,2730000,1354238,2026-04-19,2026-08-12,,46,50,Education Department,District Works Cooperative,19.830565,86.354369,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0863,Madhya Pradesh,Sagar,Sagar,Solar Lighting,Solar Lighting development work in Sagar,350000,360000,260821,2026-02-23,2026-09-24,,79,80,Municipal Council,ABC Infrastructure Pvt Ltd,28.221138,77.719517,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0864,Madhya Pradesh,Indore,Indore,Road,Road development work in Indore,2050000,2110000,935515,2026-03-06,2026-08-26,,38,48,District Health Office,Sai Construction,18.254631,77.265812,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0865,Gujarat,Rajkot,Rajkot,Community Hall,Community Hall development work in Rajkot,3660000,3630000,1971453,2026-08-21,2026-10-27,,46,58,Municipal Corporation,Shree Buildcon,13.621463,78.949097,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0866,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Health Facility,Health Facility development work in Tiruchirappalli,2510000,2470000,1334121,2026-01-02,2026-08-13,,46,54,Municipal Council,District Works Cooperative,22.459452,79.387105,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0867,Rajasthan,Jaipur,Jaipur,Community Hall,Community Hall development work in Jaipur,4040000,3960000,1243665,2026-01-18,2026-04-07,,42,32,Education Department,Shree Buildcon,17.977141,74.952475,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0868,Madhya Pradesh,Jabalpur,Jabalpur,Street Lighting,Street Lighting development work in Jabalpur,1210000,1220000,554805,2026-07-13,2027-02-13,,35,46,District Health Office,Maharashtra Works Agency,19.521168,79.118588,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0869,Madhya Pradesh,Ujjain,Ujjain,Drinking Water,Drinking Water development work in Ujjain,1960000,1910000,1063013,2026-07-18,2027-02-18,,64,59,Municipal Council,National Infra Services,17.708321,72.905062,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0870,Madhya Pradesh,Jabalpur,Jabalpur,Street Lighting,Street Lighting development work in Jabalpur,870000,850000,655429,2026-04-22,2026-12-04,,80,80,Public Works Department,National Infra Services,15.384645,80.582334,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0871,Rajasthan,Ajmer,Ajmer,Sports Facility,Sports Facility development work in Ajmer,2290000,2360000,573202,2026-03-06,2026-05-12,,36,26,Rural Development Agency,ABC Infrastructure Pvt Ltd,12.408756,80.269375,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0872,Bihar,Bhagalpur,Bhagalpur,Drainage,Drainage development work in Bhagalpur,1450000,1420000,507500,2026-01-01,2026-08-27,,67,35,District Health Office,ABC Infrastructure Pvt Ltd,10.156576,81.600263,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0873,Madhya Pradesh,Bhopal,Bhopal,Street Lighting,Street Lighting development work in Bhopal,320000,330000,266370,2026-04-22,2026-11-01,,75,87,Education Department,ABC Infrastructure Pvt Ltd,25.826188,87.396018,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0874,Uttar Pradesh,Prayagraj,Prayagraj,Solar Lighting,Solar Lighting development work in Prayagraj,1150000,1130000,368000,2026-03-17,2026-07-10,,10,32,Rural Development Agency,Shree Buildcon,18.129202,72.438443,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0875,Tamil Nadu,Coimbatore,Coimbatore,Road,Road development work in Coimbatore,1250000,1220000,543223,2026-01-12,2026-05-02,,56,46,Public Works Department,ABC Infrastructure Pvt Ltd,18.699071,84.858554,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0876,Maharashtra,Pune,Pune,Library,Library development work in Pune,710000,710000,202744,2026-08-21,2027-03-21,,36,29,Municipal Council,Sai Construction,27.061871,74.269499,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0877,Bihar,Patna,Patna,School Building,School Building development work in Patna,3260000,3350000,2314600,2026-07-09,2027-01-23,,55,71,Education Department,Maharashtra Works Agency,25.58505,81.351215,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0878,Maharashtra,Pune,Pune,Library,Library development work in Pune,390000,390000,386100,2026-02-15,2026-08-02,,44,99,Municipal Corporation,Maharashtra Works Agency,9.539579,86.841695,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0879,Rajasthan,Jodhpur,Jodhpur,Drainage,Drainage development work in Jodhpur,2190000,2190000,1465289,2026-01-06,2026-09-02,,60,71,Zilla Parishad,Maharashtra Works Agency,26.332736,82.104714,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0880,Madhya Pradesh,Ujjain,Ujjain,Drinking Water,Drinking Water development work in Ujjain,1180000,1150000,632785,2026-04-08,2026-08-25,,62,58,Rural Development Agency,ABC Infrastructure Pvt Ltd,20.930759,72.932595,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0881,Karnataka,Mysuru,Mysuru,Street Lighting,Street Lighting development work in Mysuru,960000,940000,646023,2026-02-03,2026-04-30,,71,71,Municipal Corporation,Sai Construction,13.435324,81.501749,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0882,Bihar,Gaya,Gaya,Street Lighting,Street Lighting development work in Gaya,1340000,1320000,884400,2026-06-07,2027-01-19,,41,66,Public Works Department,Om Civil Works,18.830399,80.1814,Delayed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0883,Madhya Pradesh,Jabalpur,Jabalpur,Health Facility,Health Facility development work in Jabalpur,2390000,2330000,1099400,2026-04-24,2026-10-23,,39,46,District Health Office,Om Civil Works,21.951367,88.144903,Under Review,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0884,Uttar Pradesh,Lucknow,Lucknow,Street Lighting,Street Lighting development work in Lucknow,1290000,1320000,603830,2026-01-04,2026-04-01,,61,52,Municipal Corporation,Shree Buildcon,8.045622,83.997929,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0885,Bihar,Darbhanga,Darbhanga,Street Lighting,Street Lighting development work in Darbhanga,590000,610000,251579,2026-01-21,2026-04-08,,35,45,Zilla Parishad,Maharashtra Works Agency,13.704424,76.449826,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0886,Bihar,Bhagalpur,Bhagalpur,Road,Road development work in Bhagalpur,1680000,1700000,738754,2026-02-02,2026-07-06,,55,45,Municipal Council,Om Civil Works,20.407506,84.041094,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0887,Karnataka,Bengaluru Urban,Bengaluru,Sports Facility,Sports Facility development work in Bengaluru Urban,360000,350000,187200,2026-03-09,2026-08-04,,45,52,Municipal Corporation,Om Civil Works,9.248149,77.759158,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0888,Tamil Nadu,Coimbatore,Coimbatore,Community Hall,Community Hall development work in Coimbatore,3270000,3250000,1312081,2026-03-20,2026-07-28,,45,41,District Health Office,Om Civil Works,23.596099,88.369077,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0889,Tamil Nadu,Chennai,Chennai,Drinking Water,Drinking Water development work in Chennai,1890000,1850000,1547566,2026-07-23,2026-11-23,,81,84,Municipal Council,Maharashtra Works Agency,20.608054,78.884305,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0890,Gujarat,Kutch,Kutch,School Building,School Building development work in Kutch,3370000,3460000,2755598,2026-07-02,2026-11-01,,87,88,Education Department,Shree Buildcon,23.128694,83.176684,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0891,Bihar,Bhagalpur,Bhagalpur,Drinking Water,Drinking Water development work in Bhagalpur,1350000,1360000,701078,2026-08-13,2026-12-30,,51,57,Municipal Corporation,Maharashtra Works Agency,14.125302,82.18842,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0892,Tamil Nadu,Madurai,Madurai,Road,Road development work in Madurai,1630000,1680000,964793,2026-07-09,2026-09-11,,53,65,Municipal Council,Sai Construction,24.405754,78.972672,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0893,Madhya Pradesh,Bhopal,Bhopal,Community Hall,Community Hall development work in Bhopal,2000000,1970000,982033,2026-06-17,2027-01-21,,46,53,Rural Development Agency,Shree Buildcon,17.472988,73.842334,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0894,Maharashtra,Pune,Pune,Sports Facility,Sports Facility development work in Pune,1800000,1800000,947564,2026-08-20,2027-04-12,,63,54,Education Department,Maharashtra Works Agency,8.923565,86.73929,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0895,Maharashtra,Aurangabad,Aurangabad,School Building,School Building development work in Aurangabad,3030000,3110000,2521428,2026-05-01,2026-11-01,,91,89,Public Works Department,Om Civil Works,10.613805,83.306317,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0896,Karnataka,Bengaluru Urban,Bengaluru,Solar Lighting,Solar Lighting development work in Bengaluru Urban,860000,860000,437154,2026-04-13,2026-08-15,,42,54,District Health Office,Sai Construction,8.290095,81.383125,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0897,Uttar Pradesh,Agra,Agra,Library,Library development work in Agra,1690000,1710000,903218,2026-08-19,2027-02-24,,62,59,Public Works Department,National Infra Services,28.303243,84.202176,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0898,Gujarat,Kutch,Kutch,School Building,School Building development work in Kutch,4000000,3920000,1836903,2026-07-08,2027-01-03,,49,51,District Health Office,National Infra Services,8.348075,80.648729,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0899,Rajasthan,Jaipur,Jaipur,Drinking Water,Drinking Water development work in Jaipur,610000,620000,176900,2026-03-23,2026-09-12,,25,29,Education Department,Maharashtra Works Agency,22.242665,78.285462,Delayed,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0900,Bihar,Darbhanga,Darbhanga,Road,Road development work in Darbhanga,2640000,2570000,1505927,2026-07-14,2026-12-19,,65,60,Municipal Council,Sai Construction,16.041799,83.880693,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0901,Tamil Nadu,Chennai,Chennai,Drinking Water,Drinking Water development work in Chennai,430000,430000,129000,2026-08-18,2026-11-01,,26,30,Education Department,Sai Construction,9.374709,83.566646,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0902,Madhya Pradesh,Ujjain,Ujjain,School Building,School Building development work in Ujjain,3940000,3900000,2368755,2026-05-23,2026-12-13,,54,61,Education Department,National Infra Services,8.485808,86.147397,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0903,Bihar,Darbhanga,Darbhanga,Drinking Water,Drinking Water development work in Darbhanga,680000,660000,512868,2026-06-25,2027-01-22,,84,83,Municipal Council,District Works Cooperative,15.864276,72.251873,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0904,Karnataka,Hubballi,Hubballi,Drinking Water,Drinking Water development work in Hubballi,1250000,1260000,913449,2026-08-01,2027-01-25,,77,77,Zilla Parishad,National Infra Services,19.875757,83.492571,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0905,Maharashtra,Jalgaon,Jalgaon,Sports Facility,Sports Facility development work in Jalgaon,1570000,1580000,756923,2026-02-02,2026-05-14,,46,49,Municipal Council,Maharashtra Works Agency,28.110919,74.253874,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0906,Maharashtra,Nashik,Nashik,Library,Library development work in Nashik,830000,830000,249000,2026-06-09,2026-11-16,,23,30,Education Department,Sai Construction,22.536426,82.408268,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0907,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Library,Library development work in Tiruchirappalli,1750000,1800000,1137973,2026-04-25,2026-07-29,,64,66,Public Works Department,Shree Buildcon,19.115949,79.386361,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0908,Madhya Pradesh,Ujjain,Ujjain,Health Facility,Health Facility development work in Ujjain,2040000,2040000,777775,2026-01-16,2026-04-17,,49,42,Municipal Corporation,Maharashtra Works Agency,19.464429,81.090368,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0909,Rajasthan,Udaipur,Udaipur,Road,Road development work in Udaipur,1450000,1460000,1210231,2026-08-04,2027-03-04,,94,89,District Health Office,District Works Cooperative,11.479827,84.533776,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0910,Tamil Nadu,Coimbatore,Coimbatore,Health Facility,Health Facility development work in Coimbatore,4240000,4150000,1441600,2026-01-23,2026-04-21,,72,34,Public Works Department,District Works Cooperative,15.488657,73.719769,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0911,Karnataka,Belagavi,Belagavi,Health Facility,Health Facility development work in Belagavi,1850000,1830000,1535500,2026-04-25,2026-11-09,,23,83,Municipal Council,Om Civil Works,13.006302,82.290522,Under Review,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0912,Bihar,Muzaffarpur,Muzaffarpur,Library,Library development work in Muzaffarpur,1380000,1360000,752010,2026-03-07,2026-10-14,,52,57,Zilla Parishad,Sai Construction,12.286914,81.182402,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0913,Karnataka,Belagavi,Belagavi,Drainage,Drainage development work in Belagavi,1080000,1110000,507726,2026-03-11,2026-09-24,,49,50,Municipal Council,Om Civil Works,9.753533,84.636073,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0914,Uttar Pradesh,Agra,Agra,Drainage,Drainage development work in Agra,1360000,1380000,1088000,2026-04-10,2026-09-29,,49,80,Zilla Parishad,Sai Construction,22.047062,80.64355,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0915,Karnataka,Hubballi,Hubballi,School Building,School Building development work in Hubballi,4130000,4230000,1283713,2026-04-09,2026-11-21,,41,32,Municipal Council,National Infra Services,25.598176,83.2169,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0916,Madhya Pradesh,Ujjain,Ujjain,Road,Road development work in Ujjain,1240000,1250000,948475,2026-01-21,2026-04-17,,75,84,Municipal Corporation,Sai Construction,20.555905,77.535758,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0917,Gujarat,Ahmedabad,Ahmedabad,Road,Road development work in Ahmedabad,2250000,2250000,1496967,2026-03-20,2026-09-28,,57,67,Zilla Parishad,Maharashtra Works Agency,11.46308,82.910184,Ongoing,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0918,Madhya Pradesh,Indore,Indore,Road,Road development work in Indore,2640000,2600000,935644,2026-02-12,2026-09-27,,43,36,Zilla Parishad,Shree Buildcon,18.434727,86.182179,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0919,Rajasthan,Jaipur,Jaipur,Drinking Water,Drinking Water development work in Jaipur,720000,730000,394427,2026-03-16,2026-07-18,,49,55,Rural Development Agency,Om Civil Works,24.688718,85.007398,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0920,Maharashtra,Dhule,Dhule,Sports Facility,Sports Facility development work in Dhule,2480000,2480000,2033600,2026-02-11,2026-09-08,,49,82,Education Department,ABC Infrastructure Pvt Ltd,14.456538,81.192047,Under Review,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0921,Rajasthan,Udaipur,Udaipur,Street Lighting,Street Lighting development work in Udaipur,920000,910000,494290,2026-07-13,2026-09-12,,53,58,Municipal Council,Sai Construction,12.492,78.244352,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0922,Tamil Nadu,Salem,Salem,Library,Library development work in Salem,1220000,1250000,463600,2026-07-14,2027-02-02,,32,38,Public Works Department,Maharashtra Works Agency,27.174086,75.580969,Delayed,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0923,Rajasthan,Jodhpur,Jodhpur,Solar Lighting,Solar Lighting development work in Jodhpur,1710000,1680000,1060200,2026-04-10,2026-12-06,,36,62,Zilla Parishad,District Works Cooperative,9.906339,76.190321,Delayed,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0924,Tamil Nadu,Salem,Salem,Drinking Water,Drinking Water development work in Salem,1320000,1320000,821481,2026-02-02,2026-08-13,,66,66,District Health Office,District Works Cooperative,8.41366,85.370907,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0925,Gujarat,Surat,Surat,Health Facility,Health Facility development work in Surat,2520000,2470000,2311508,2026-03-18,2026-06-03,,89,94,Municipal Council,Om Civil Works,25.240839,81.682968,Ongoing,Hilly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0926,Uttar Pradesh,Agra,Agra,Street Lighting,Street Lighting development work in Agra,850000,850000,511920,2026-02-09,2026-06-27,,63,64,Zilla Parishad,ABC Infrastructure Pvt Ltd,9.211752,84.114876,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0927,Uttar Pradesh,Varanasi,Varanasi,Street Lighting,Street Lighting development work in Varanasi,1360000,1340000,979200,2026-06-17,2026-12-12,,35,72,Public Works Department,District Works Cooperative,22.396051,87.510335,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0928,Maharashtra,Nashik,Nashik,Street Lighting,Street Lighting development work in Nashik,490000,500000,174101,2026-02-14,2026-10-06,,35,39,Education Department,Sai Construction,18.131157,77.810023,Ongoing,Semi-urban,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0929,Tamil Nadu,Madurai,Madurai,Drinking Water,Drinking Water development work in Madurai,480000,480000,408000,2026-04-19,2026-07-05,,23,85,Public Works Department,Maharashtra Works Agency,14.334103,78.946628,Under Review,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0930,Uttar Pradesh,Prayagraj,Prayagraj,Library,Library development work in Prayagraj,1400000,1410000,1084556,2026-06-10,2027-01-23,,75,85,Municipal Corporation,ABC Infrastructure Pvt Ltd,12.80339,82.476261,Ongoing,Rural,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0931,Uttar Pradesh,Varanasi,Varanasi,Drainage,Drainage development work in Varanasi,1270000,1250000,546100,2026-03-14,2026-06-10,,28,43,Zilla Parishad,Maharashtra Works Agency,8.618534,72.183718,Delayed,Plain,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0932,Bihar,Muzaffarpur,Muzaffarpur,School Building,School Building development work in Muzaffarpur,3920000,3990000,1803200,2026-05-19,2026-10-11,,22,46,Zilla Parishad,Shree Buildcon,25.119774,74.848861,Delayed,Hilly,SYNTHETIC_PROTOTYPE
